-0.463563630998,input
-0.461783846314,input
-0.345274869705,input
-0.230481994101,input
-0.116209772262,input
-0.398632556787,input
-0.219882339984,input
-0.00782736603253,input
-0.00782736603253,input
-0.324358434828,input
-0.247066896399,input
-0.211921433144,input
-0.00782736603253,input
-0.00782736603253,input
-0.45339215811,input
-0.37097130638,input
-0.227223396462,input
-0.385840604056,input
0.0416363124379,hidden
0.207838897305,hidden
0.118938900789,hidden
0.279350315145,hidden
0.213450831495,hidden
-0.0398456343432,hidden
0.0363047526211,hidden
0.220779897415,hidden
0.0377400918568,hidden
0.167327444818,hidden
0.0298550783369,hidden
0.0338937121655,hidden
-0.042428778464,hidden
0.141655604367,hidden
0.388613805783,hidden
0.00163985498454,hidden
0.210829634242,hidden
0.0593338239571,hidden
0.194610618389,hidden
-0.094868851601,hidden
0.0937457538319,hidden
0.198612823526,hidden
0.103696322282,hidden
0.491327328008,hidden
-0.153706494966,hidden
0.408725853222,output
0.786623334596,output
